filename,xmin,ymin,xmax,ymax,label
30637.png,33,3,43,20,4
30638.png,22,5,33,25,6
30638.png,34,5,46,25,8
30639.png,18,4,28,22,2
30639.png,28,4,38,22,8
30640.png,121,40,180,144,8
30640.png,172,38,233,142,5
30641.png,47,5,65,56,1
30641.png,68,7,94,58,8
30642.png,83,34,126,104,5
30642.png,134,23,183,93,5
30643.png,117,16,142,67,8
30643.png,139,27,164,78,2
30643.png,161,44,187,95,7
30644.png,25,1,38,26,7
30644.png,38,1,50,26,5
30645.png,61,8,115,84,4
30645.png,112,11,154,87,9
30646.png,16,3,22,19,1
30646.png,22,2,33,18,3
30646.png,31,1,40,17,2
30647.png,20,3,32,28,5
30647.png,32,3,45,28,7
30648.png,13,3,19,14,1
30648.png,19,2,26,13,4
30649.png,37,5,67,49,3
30649.png,65,6,96,50,5
30650.png,16,1,23,21,1
30650.png,23,1,33,21,9
30651.png,30,8,55,41,3
30652.png,17,4,22,17,1
30652.png,23,5,31,18,2
30652.png,33,4,40,17,8
30652.png,41,5,49,18,8
30653.png,75,22,98,65,2
30653.png,98,22,118,65,2
30654.png,60,11,81,72,1
30654.png,83,15,112,76,0
30654.png,112,15,139,76,5
30655.png,137,30,194,142,8
30656.png,50,13,61,48,1
30656.png,60,15,71,50,8
30657.png,11,1,18,14,9
30657.png,19,1,26,14,3
30658.png,23,4,33,20,8
30659.png,42,11,51,29,9
30660.png,42,10,55,33,2
30660.png,57,10,69,33,2
30660.png,71,11,86,34,3
30661.png,15,1,26,19,4
30662.png,19,1,26,17,2
30662.png,25,1,35,17,5
30662.png,35,1,41,17,1
30663.png,16,2,22,17,2
30663.png,22,2,29,17,5
30664.png,16,1,26,21,2
30664.png,24,2,31,22,1
30665.png,36,10,44,33,4
30665.png,42,12,49,35,0
30666.png,20,6,27,26,1
30666.png,32,1,44,21,5
30667.png,53,7,68,51,7
30667.png,69,3,87,47,3
30668.png,32,10,51,39,5
30668.png,53,7,72,36,0
30668.png,69,6,86,35,6
30669.png,50,12,74,62,1
30669.png,76,9,101,59,2
30670.png,26,4,38,25,7
30670.png,39,3,47,24,1
30671.png,20,1,47,32,4
30672.png,25,3,31,25,1
30672.png,31,2,38,24,8
30673.png,33,6,47,38,7
30673.png,49,5,69,37,3
30674.png,23,2,39,26,5
30674.png,39,2,53,26,4
30675.png,35,7,54,37,6
30676.png,18,3,23,16,1
30676.png,25,1,35,14,2
30676.png,37,2,45,15,4
30677.png,56,8,69,42,1
30677.png,66,6,86,40,2
30677.png,84,6,102,40,0
30678.png,95,48,115,89,2
30678.png,113,43,124,84,2
30678.png,124,44,146,85,3
30679.png,28,3,46,37,3
30679.png,47,1,64,35,7
30680.png,62,10,72,52,1
30681.png,23,5,32,25,3
30681.png,31,6,39,26,7
30682.png,47,16,61,42,7
30682.png,59,17,76,43,2
30683.png,67,23,93,73,3
30683.png,91,15,110,65,9
30683.png,108,11,134,61,6
30684.png,15,1,25,20,1
30684.png,26,1,41,20,2
30684.png,41,1,57,20,9
30685.png,96,29,108,61,2
30685.png,105,28,118,60,9
30685.png,115,27,133,59,2
30686.png,44,9,61,47,9
30686.png,58,9,75,47,8
30687.png,58,12,69,45,1
30687.png,68,9,82,42,5
30688.png,85,17,101,62,5
30688.png,98,20,112,65,0
30689.png,59,4,111,75,9
30689.png,116,9,158,80,7
30690.png,51,17,58,37,1
30690.png,57,14,67,34,2
30691.png,15,5,23,18,3
30691.png,25,4,32,17,6
30692.png,19,7,27,21,4
30692.png,26,5,34,19,8
30693.png,27,3,34,28,1
30693.png,33,3,41,28,7
30694.png,18,4,25,22,3
30694.png,26,3,35,21,0
30695.png,30,6,43,34,3
30695.png,42,6,55,34,0
30696.png,28,1,55,44,3
30696.png,61,5,87,48,7
30697.png,20,6,24,18,1
30697.png,23,4,28,16,1
30697.png,28,5,34,17,7
30698.png,72,22,91,62,2
30698.png,92,25,113,65,9
30699.png,49,15,62,38,5
30700.png,37,10,54,32,2
30700.png,53,10,70,32,6
30701.png,62,18,81,72,1
30701.png,82,18,95,72,1
30701.png,97,17,124,71,2
30702.png,40,3,44,31,1
30702.png,45,3,51,31,1
30703.png,10,14,17,26,2
30703.png,18,15,27,27,3
30703.png,28,17,33,29,1
30704.png,43,9,56,29,4
30704.png,53,10,66,30,9
30705.png,88,26,114,77,3
30705.png,113,24,140,75,0
30706.png,20,6,30,21,5
30706.png,29,6,37,21,7
30706.png,39,2,45,17,1
30706.png,46,1,53,16,3
30707.png,31,7,44,32,7
30707.png,47,8,57,33,1
30708.png,20,4,30,20,3
30708.png,30,3,37,19,1
30709.png,52,10,61,41,1
30709.png,66,11,82,42,2
30709.png,81,12,100,43,0
30710.png,44,6,66,56,4
30710.png,62,6,86,56,5
30711.png,64,18,90,68,2
30711.png,89,15,104,65,1
30711.png,105,17,129,67,5
30712.png,52,9,91,64,3
30712.png,91,5,136,60,2
30713.png,44,4,63,49,2
30713.png,63,3,82,48,4
30714.png,23,4,36,26,6
30715.png,13,35,50,91,3
30715.png,48,31,65,87,1
30715.png,65,25,93,81,5
30716.png,62,13,86,62,2
30716.png,86,14,114,63,0
30717.png,24,5,32,20,6
30717.png,33,7,41,22,9
30718.png,188,43,202,79,1
30718.png,198,38,218,74,2
30718.png,213,39,232,75,8
30718.png,229,36,250,72,2
30719.png,32,4,43,27,3
30719.png,46,4,52,27,1
30719.png,53,3,65,26,5
30720.png,54,19,67,46,1
30720.png,68,17,82,44,6
30720.png,84,16,93,43,1
30721.png,16,1,25,18,8
30721.png,25,1,34,18,5
30722.png,35,6,47,39,1
30722.png,49,9,63,42,8
30722.png,65,10,79,43,8
30723.png,120,16,137,60,1
30723.png,140,35,160,79,0
30723.png,165,47,185,91,3
30724.png,44,7,55,49,1
30724.png,55,11,75,53,0
30724.png,75,9,96,51,0
30725.png,294,146,320,184,1
30725.png,311,146,340,184,7
30725.png,331,144,357,182,1
30725.png,349,144,380,182,0
30726.png,25,2,39,28,5
30727.png,38,6,51,34,1
30727.png,52,6,66,34,8
30727.png,68,4,81,32,0
30728.png,58,28,76,63,1
30728.png,74,23,100,58,5
30728.png,94,13,121,48,0
30729.png,48,10,71,50,2
30729.png,73,7,95,47,8
30730.png,104,21,133,82,9
30730.png,127,16,157,77,8
30731.png,18,3,27,18,3
30731.png,26,4,36,19,2
30731.png,34,4,43,19,7
30732.png,36,7,51,42,3
30733.png,170,35,186,65,6
30733.png,186,36,202,66,3
30734.png,51,2,72,56,9
30734.png,74,4,93,58,5
30735.png,17,1,26,23,1
30735.png,29,2,40,24,9
30735.png,43,1,55,23,5
30735.png,56,2,67,24,0
30736.png,82,21,121,109,1
30736.png,121,24,179,112,7
30736.png,178,23,214,111,1
30737.png,37,8,50,31,1
30737.png,51,10,62,33,3
30737.png,62,10,74,33,2
30738.png,50,10,64,41,1
30738.png,64,13,80,44,8
30738.png,80,15,94,46,1
30739.png,11,8,37,48,5
30739.png,31,9,54,49,0
30740.png,129,65,147,100,1
30740.png,144,62,163,97,7
30740.png,160,62,186,97,8
30741.png,23,3,31,28,1
30741.png,31,2,44,27,2
30741.png,45,1,58,26,6
30742.png,73,15,108,74,6
30742.png,124,15,155,74,2
30743.png,107,25,151,104,0
30743.png,153,18,200,97,4
30744.png,50,8,73,60,4
30744.png,71,6,96,58,8
30745.png,60,10,87,68,3
30745.png,81,14,104,72,8
30745.png,96,17,127,75,2
30746.png,57,11,75,66,1
30747.png,115,24,163,116,5
30747.png,171,28,217,120,1
30748.png,78,12,122,92,2
30748.png,124,12,174,92,3
30749.png,32,6,43,39,1
30749.png,46,6,63,39,3
30750.png,22,3,29,22,4
30750.png,30,4,36,23,6
30751.png,21,7,28,22,7
30751.png,27,7,36,22,9
30752.png,52,18,79,51,8
30753.png,106,42,141,107,6
30753.png,143,44,168,109,1
30753.png,169,41,206,106,6
30754.png,51,2,97,78,4
30754.png,93,1,137,77,8
30755.png,36,3,55,44,2
30755.png,55,6,75,47,6
30756.png,13,1,25,18,2
30756.png,25,1,36,18,9
30756.png,35,1,46,18,7
30757.png,41,12,54,41,1
30757.png,53,12,71,41,2
30757.png,67,9,84,38,4
30757.png,80,9,94,38,0
30758.png,22,4,31,25,5
30758.png,33,4,41,25,9
30758.png,44,5,53,26,2
30759.png,154,14,210,72,7
30759.png,179,89,244,147,2
30759.png,206,129,262,187,0
30760.png,65,22,81,62,7
30760.png,84,27,98,67,6
30761.png,21,3,35,29,5
30761.png,33,2,44,28,6
30761.png,45,3,53,29,1
30762.png,46,8,73,58,3
30762.png,71,8,99,58,5
30763.png,46,5,63,46,1
30763.png,63,8,85,49,4
30763.png,90,5,113,46,4
30764.png,33,10,45,33,2
30764.png,43,8,57,31,5
30764.png,53,8,69,31,9
30765.png,30,5,49,40,9
30765.png,46,4,62,39,1
30766.png,52,12,61,28,2
30766.png,60,11,68,27,6
30766.png,67,10,76,26,9
30767.png,45,16,50,35,1
30768.png,45,14,60,40,4
30768.png,61,17,72,43,8
30768.png,74,17,87,43,3
30769.png,44,15,55,46,4
30769.png,59,17,69,48,0
30770.png,55,11,73,42,6
30771.png,44,10,60,53,1
30771.png,60,7,80,50,6
30772.png,44,7,55,45,5
30772.png,57,10,71,48,6
30773.png,44,14,55,31,7
30773.png,54,13,62,30,1
30774.png,19,1,29,24,1
30774.png,29,1,40,24,2
30775.png,65,0,112,78,5
30775.png,108,12,140,90,1
30776.png,58,12,84,63,2
30776.png,77,14,108,65,3
30777.png,99,48,124,100,3
30777.png,120,49,143,101,8
30777.png,139,42,171,94,3
30778.png,51,19,59,40,1
30778.png,59,18,70,39,9
30778.png,68,15,82,36,0
30779.png,27,8,30,26,1
30779.png,30,7,34,25,7
30779.png,33,7,38,25,7
30780.png,12,1,19,14,5
30781.png,30,5,49,38,7
30781.png,47,5,68,38,5
30782.png,65,17,75,38,4
30782.png,79,16,90,37,8
30783.png,90,27,114,71,6
30783.png,113,31,136,75,9
30784.png,17,4,26,22,3
30784.png,29,3,39,21,3
30785.png,58,13,78,48,8
30785.png,85,30,108,65,7
30786.png,36,7,45,34,5
30786.png,46,7,56,34,5
30787.png,37,1,54,46,2
30787.png,53,7,75,52,2
30788.png,43,8,63,50,6
30788.png,60,7,79,49,2
30789.png,22,5,31,22,3
30789.png,32,4,45,21,6
30790.png,20,13,34,52,1
30791.png,29,6,36,30,1
30791.png,35,6,44,30,3
30791.png,45,7,54,31,0
30792.png,17,3,23,20,1
30792.png,24,2,35,19,9
30793.png,33,2,50,39,2
30793.png,52,2,70,39,2
30793.png,69,1,86,38,3
30793.png,84,2,103,39,4
30794.png,47,13,71,61,4
30794.png,70,11,91,59,1
30795.png,36,5,59,43,3
30795.png,59,8,84,46,6
30796.png,39,17,48,41,2
30796.png,49,14,56,38,1
30796.png,56,17,67,41,4
30797.png,19,3,34,27,2
30797.png,38,1,50,25,2
30797.png,52,5,67,29,0
30797.png,67,1,83,25,0
30798.png,18,2,27,18,2
30799.png,27,2,43,29,2
30799.png,43,2,57,29,2
30800.png,30,3,46,38,9
30801.png,92,19,148,101,4
30801.png,151,16,202,98,5
30802.png,65,20,75,61,1
30802.png,74,20,91,61,6
30802.png,91,22,108,63,4
30803.png,33,6,49,36,3
30803.png,53,7,66,37,1
30803.png,68,6,84,36,5
30804.png,74,16,104,71,6
30804.png,105,17,135,72,0
30805.png,87,46,110,94,1
30805.png,104,33,132,81,0
30805.png,131,23,159,71,3
30806.png,21,2,32,23,3
30806.png,33,2,42,23,5
30807.png,33,6,55,39,3
30808.png,48,15,70,56,2
30808.png,64,12,80,53,1
30808.png,77,8,95,49,1
30809.png,34,5,48,35,5
30809.png,47,9,62,39,9
30809.png,62,12,79,42,8
30810.png,62,20,70,46,1
30810.png,69,20,85,46,3
30810.png,84,20,94,46,1
30811.png,34,3,53,39,5
30812.png,24,4,43,34,1
30812.png,45,7,61,37,2
30812.png,60,4,75,34,0
30812.png,78,4,91,34,1
30813.png,87,32,109,65,2
30813.png,100,35,130,68,9
30814.png,13,1,18,15,1
30814.png,18,1,24,15,9
30814.png,24,1,30,15,5
30814.png,30,1,37,15,0
30815.png,24,4,38,29,3
30815.png,36,4,46,29,4
30816.png,67,10,100,77,8
30817.png,21,4,29,20,4
30818.png,42,7,61,52,1
30818.png,60,5,90,50,6
30819.png,61,21,81,56,6
30819.png,81,25,102,60,3
30820.png,64,11,99,76,3
30820.png,99,10,141,75,0
30821.png,22,5,32,22,8
30822.png,26,3,36,33,1
30822.png,38,4,49,34,8
30823.png,25,4,35,29,1
30824.png,37,10,56,41,6
30824.png,53,6,71,37,9
30825.png,82,27,103,58,2
30825.png,108,28,121,59,0
30825.png,126,29,147,60,3
30826.png,53,14,76,56,4
30827.png,53,11,85,67,9
30827.png,84,12,117,68,5
30828.png,28,4,37,25,4
30828.png,38,5,45,26,8
30829.png,17,1,25,24,1
30829.png,30,1,39,24,5
30830.png,29,11,38,31,1
30830.png,38,9,49,29,9
30831.png,37,10,53,33,7
30831.png,52,9,72,32,6
30832.png,51,9,70,60,9
30832.png,75,6,91,57,1
30833.png,34,7,50,42,2
30833.png,49,9,61,44,1
30834.png,110,29,145,102,1
30834.png,137,24,182,97,4
30835.png,33,6,41,27,1
30835.png,40,5,47,26,1
30835.png,47,6,56,27,4
30836.png,82,10,126,90,8
30836.png,125,18,176,98,0
30837.png,102,31,123,70,9
30837.png,120,23,138,62,9
30837.png,137,26,159,65,0
30838.png,80,13,91,80,1
30839.png,19,5,30,21,2
30839.png,30,4,39,20,6
30840.png,49,5,70,48,5
30840.png,68,4,87,47,0
30841.png,18,5,26,23,3
30841.png,24,5,33,23,5
30842.png,90,30,135,91,3
30842.png,132,19,168,80,4
30843.png,17,3,25,17,2
30843.png,41,2,47,16,1
30844.png,30,4,46,39,1
30844.png,44,4,67,39,5
30844.png,67,5,86,40,9
30844.png,87,4,109,39,9
30845.png,17,6,23,19,2
30845.png,22,5,29,18,4
30846.png,26,5,39,28,4
30847.png,36,12,47,32,4
30847.png,47,12,58,32,0
30848.png,54,13,68,37,3
30848.png,68,14,79,38,4
30848.png,79,12,95,36,7
30849.png,97,29,126,107,2
30849.png,122,20,153,98,2
30850.png,69,5,98,72,8
30851.png,39,7,64,50,2
30851.png,63,3,87,46,8
30852.png,38,5,57,47,4
30853.png,28,4,47,34,3
30853.png,45,7,65,37,3
30854.png,61,13,73,61,4
30854.png,71,10,80,58,5
30855.png,21,2,33,28,2
30855.png,32,3,46,29,0
30856.png,130,37,148,75,2
30856.png,146,37,165,75,3
30856.png,165,36,182,74,0
30857.png,22,1,35,22,8
30857.png,35,2,51,23,7
30858.png,24,6,37,30,1
30858.png,36,5,49,29,2
30859.png,53,15,63,40,2
30859.png,63,14,73,39,7
30859.png,72,18,87,43,4
30860.png,212,47,233,118,1
30860.png,224,54,260,125,0
30861.png,35,1,62,45,3
30862.png,55,3,85,67,2
30862.png,90,6,112,70,4
30863.png,16,1,27,19,8
30863.png,28,1,36,19,8
30864.png,59,7,75,56,1
30864.png,72,10,96,59,9
30865.png,45,4,70,46,5
30866.png,141,18,258,174,2
30867.png,30,3,44,32,2
30868.png,27,6,46,38,3
30868.png,43,4,66,36,3
30869.png,28,5,32,29,1
30869.png,32,2,40,26,5
30870.png,26,6,35,31,5
30870.png,36,3,41,28,1
30871.png,21,5,32,21,2
30871.png,39,5,48,21,8
30871.png,55,5,63,21,1
30872.png,43,26,63,67,1
30872.png,61,21,81,62,0
30872.png,81,12,102,53,3
30873.png,53,9,78,45,5
30874.png,22,4,30,24,3
30874.png,31,3,38,23,3
30875.png,34,7,47,33,3
30875.png,47,7,61,33,0
30876.png,32,8,43,25,2
30877.png,21,4,32,21,2
30877.png,31,3,41,20,0
30877.png,41,3,51,20,7
30877.png,52,4,61,21,8
30878.png,39,2,63,49,8
30878.png,62,2,85,49,4
30879.png,73,28,98,65,8
30879.png,99,29,121,66,0
30879.png,118,10,149,47,4
30880.png,19,4,30,22,6
30880.png,30,5,42,23,0
30881.png,60,12,148,103,4
30881.png,160,1,224,92,4
30882.png,35,6,57,43,3
30882.png,59,3,83,40,4
30883.png,21,2,26,16,1
30883.png,26,3,32,17,3
30883.png,31,4,37,18,2
30883.png,38,4,44,18,2
30884.png,38,9,56,35,2
30884.png,57,10,71,36,1
30884.png,72,10,91,36,7
30885.png,29,7,43,32,6
30885.png,44,8,55,33,0
30886.png,126,40,171,114,3
30886.png,160,39,199,113,1
30886.png,184,29,219,103,9
30887.png,42,4,50,30,2
30887.png,61,2,74,28,8
30888.png,16,1,27,27,5
30888.png,26,0,34,26,7
30889.png,27,7,38,27,4
30889.png,38,8,49,28,0
30890.png,32,6,41,30,2
30890.png,39,7,52,31,8
30891.png,74,17,101,68,7
30891.png,103,16,126,67,0
30892.png,26,5,40,26,8
30893.png,46,7,68,55,3
30893.png,71,10,90,58,5
30894.png,31,4,46,38,1
30894.png,45,2,64,36,0
30894.png,62,1,79,35,6
30895.png,22,3,32,24,2
30895.png,31,4,40,25,8
30895.png,37,4,45,25,7
30896.png,36,10,49,38,5
30896.png,50,11,63,39,6
30897.png,42,8,59,43,1
30897.png,54,8,75,43,5
30897.png,73,6,98,41,6
30898.png,20,2,25,16,2
30898.png,28,2,34,16,8
30899.png,142,111,162,159,2
30899.png,164,109,187,157,4
30900.png,23,5,29,26,4
30900.png,28,4,35,25,9
30901.png,15,3,19,15,1
30902.png,53,16,70,51,4
30902.png,70,17,86,52,7
30903.png,20,1,33,26,3
30903.png,32,1,41,26,8
30903.png,41,1,49,26,1
30904.png,25,3,38,34,1
30904.png,39,3,57,34,6
30904.png,58,3,70,34,1
30904.png,73,3,93,34,4
30905.png,30,12,38,30,4
30905.png,39,11,48,29,9
30906.png,70,29,101,67,3
30906.png,102,16,115,54,1
30907.png,23,4,38,26,7
30908.png,55,11,75,66,7
30908.png,76,11,103,66,5
30909.png,24,4,37,26,7
30909.png,36,9,46,31,9
30909.png,48,11,58,33,9
30910.png,30,4,53,39,5
30911.png,48,12,65,38,2
30911.png,62,11,72,37,1
30911.png,70,9,83,35,3
30912.png,79,42,105,79,2
30912.png,97,15,120,52,0
30913.png,0,12,19,43,4
30914.png,52,7,64,45,1
30914.png,60,11,77,49,8
30914.png,78,19,91,57,0
30915.png,33,13,50,38,2
30915.png,49,12,63,37,4
30916.png,15,1,25,23,2
30916.png,25,1,32,23,3
30917.png,21,2,30,24,7
30917.png,30,1,37,23,7
30918.png,26,5,37,28,1
30918.png,38,6,54,29,5
30919.png,35,7,48,41,2
30919.png,46,3,59,37,3
30920.png,20,5,28,23,9
30921.png,18,4,24,18,3
30921.png,24,3,34,17,7
30922.png,53,15,80,50,9
30922.png,83,16,103,51,4
30923.png,28,4,41,29,8
30923.png,43,5,54,30,4
30924.png,59,13,90,61,6
30924.png,93,10,125,58,6
30925.png,30,4,47,37,5
30925.png,48,4,65,37,0
30926.png,45,12,59,36,5
30926.png,59,12,74,36,6
30926.png,75,10,87,34,1
30927.png,31,2,46,39,9
30927.png,47,5,61,42,3
30928.png,77,33,106,82,2
30928.png,104,25,128,74,3
30928.png,128,20,153,69,4
30929.png,24,6,43,29,7
30930.png,29,5,40,43,1
30930.png,42,3,57,41,7
30931.png,34,1,50,49,1
30931.png,48,1,66,49,2
30931.png,64,1,80,49,8
30932.png,60,10,81,53,3
30932.png,86,13,116,56,0
30933.png,57,24,66,54,5
30933.png,67,28,75,58,0
30933.png,74,31,86,61,1
30934.png,52,13,83,54,4
30934.png,81,15,108,56,2
30934.png,106,7,139,48,4
30935.png,27,4,41,27,6
30936.png,33,6,46,33,2
30936.png,47,7,59,34,0
30937.png,21,4,32,23,3
30937.png,32,4,48,23,2
30938.png,21,4,26,18,1
30938.png,27,4,33,18,1
30938.png,33,4,41,18,4
30939.png,12,1,19,17,4
30940.png,91,11,128,108,1
30940.png,131,6,166,103,1
30941.png,11,1,19,13,2
30941.png,19,1,26,13,6
30941.png,27,1,34,13,7
30941.png,35,1,40,13,1
30942.png,53,7,70,60,4
30942.png,72,9,83,62,1
30943.png,26,4,33,32,1
30943.png,35,3,45,31,2
30944.png,68,30,95,79,8
30944.png,93,16,111,65,5
30944.png,111,9,133,58,5
30945.png,51,14,68,61,1
30945.png,66,15,96,62,5
30945.png,94,14,122,61,2
30946.png,20,1,29,17,2
30947.png,35,7,54,45,3
30948.png,27,2,34,21,2
30948.png,34,3,44,22,5
30948.png,43,3,50,22,3
30948.png,50,3,58,22,9
30949.png,9,1,16,12,9
30949.png,16,1,23,12,0
30950.png,38,9,54,44,5
30951.png,23,1,29,14,1
30951.png,29,1,35,14,2
30952.png,78,30,107,76,4
30952.png,114,22,130,68,1
30952.png,135,16,163,62,4
30953.png,-1,32,35,129,8
30954.png,10,1,15,14,1
30954.png,24,1,28,14,1
30955.png,32,8,40,26,1
30955.png,39,11,48,29,6
30956.png,15,4,22,20,1
30956.png,22,2,32,18,3
30956.png,32,1,39,17,5
30957.png,45,13,55,50,1
30957.png,54,10,64,47,1
30957.png,64,10,81,47,0
30958.png,21,1,34,27,8
30958.png,38,1,45,27,5
30959.png,31,2,45,37,2
30959.png,44,2,55,37,4
30960.png,63,21,78,48,1
30960.png,75,19,90,46,6
30960.png,89,19,104,46,9
30961.png,45,19,58,38,2
30961.png,58,18,67,37,0
30961.png,66,18,76,37,1
30962.png,61,19,82,50,2
30962.png,81,18,103,49,2
30963.png,27,1,47,34,2
30963.png,47,1,67,34,2
30963.png,68,1,88,34,9
30964.png,21,3,30,22,2
30964.png,29,2,37,21,4
30964.png,37,4,44,23,3
30965.png,90,33,106,66,6
30965.png,109,33,123,66,6
30966.png,98,18,129,87,8
30966.png,145,29,174,98,9
30967.png,23,2,30,24,1
30968.png,100,79,133,121,5
30968.png,106,24,142,66,7
30968.png,106,56,137,98,5
30969.png,29,2,41,31,6
30969.png,41,5,51,34,5
30970.png,27,6,31,28,1
30970.png,30,7,34,29,1
30970.png,35,7,43,29,6
30971.png,21,4,28,24,1
30971.png,26,3,38,23,9
30971.png,34,3,45,23,5
30972.png,27,4,41,30,6
30972.png,40,5,56,31,2
30973.png,42,10,51,37,1
30973.png,51,9,68,36,5
30973.png,71,13,82,40,7
30974.png,155,57,201,116,3
30974.png,201,57,248,116,2
30974.png,246,61,288,120,7
30975.png,25,3,47,35,5
30975.png,48,3,61,35,5
30976.png,21,4,30,21,8
30976.png,34,5,43,22,6
30977.png,22,6,31,24,1
30977.png,31,5,40,23,7
30977.png,39,6,51,24,4
30978.png,16,2,21,16,2
30978.png,21,2,25,16,0
30978.png,23,3,28,17,2
30979.png,76,41,97,90,1
30979.png,97,23,121,72,9
30979.png,121,10,144,59,1
30980.png,35,6,49,42,3
30980.png,51,6,60,42,1
30981.png,26,5,34,27,8
30981.png,34,5,40,27,7
30982.png,78,29,98,67,6
30982.png,100,31,123,69,4
30983.png,27,10,39,34,2
30983.png,43,12,53,36,1
30984.png,46,5,75,70,1
30985.png,29,4,44,31,8
30985.png,43,5,59,32,3
30986.png,76,28,97,67,4
30986.png,98,31,114,70,1
30987.png,27,2,43,34,5
30988.png,53,13,81,66,1
30988.png,80,16,115,69,2
30989.png,102,18,128,93,2
30989.png,130,21,158,96,5
30990.png,53,11,75,53,4
30990.png,80,11,103,53,3
30991.png,80,22,106,72,5
30991.png,106,17,136,67,9
30992.png,32,3,48,35,7
30992.png,45,5,64,37,0
30993.png,17,2,29,19,2
30993.png,31,1,42,18,0
30993.png,43,2,55,19,8
30993.png,57,2,70,19,7
30994.png,16,1,20,16,1
30994.png,21,1,30,16,5
30995.png,41,5,62,48,1
30995.png,61,5,84,48,0
30996.png,198,16,241,69,2
30996.png,243,21,277,74,9
30996.png,283,14,322,67,7
30997.png,24,6,38,23,8
30997.png,36,5,50,22,7
30998.png,6,1,35,45,5
30998.png,33,1,61,45,6
30998.png,58,1,96,45,4
30999.png,24,4,42,32,3
31000.png,52,15,67,51,1
31000.png,66,11,84,47,3
31001.png,21,3,31,22,6
31001.png,31,3,41,22,9
31002.png,61,32,77,61,2
31002.png,73,32,86,61,1
31002.png,83,33,96,62,2
31003.png,28,4,39,32,9
31003.png,43,4,57,32,5
31004.png,18,4,25,19,1
31004.png,25,3,33,18,8
31005.png,48,14,59,33,1
31005.png,56,14,70,33,4
31005.png,67,13,81,32,2
31006.png,92,35,128,86,2
31006.png,127,28,153,79,4
31006.png,153,25,180,76,0
31007.png,119,116,134,145,1
31007.png,132,113,146,142,4
31007.png,143,113,157,142,1
31008.png,63,30,87,72,2
31008.png,82,24,102,66,2
31008.png,100,9,121,51,0
31009.png,14,5,19,16,1
31009.png,19,3,26,14,2
31010.png,115,23,164,94,2
31010.png,164,23,211,94,9
31011.png,25,4,32,27,1
31011.png,32,5,42,28,4
31012.png,71,11,83,34,5
31012.png,81,11,92,34,5
31012.png,90,12,102,35,2
31013.png,23,2,33,27,1
31013.png,35,4,42,29,1
31014.png,263,37,299,92,4
31014.png,301,30,335,85,9
31015.png,32,7,45,33,2
31015.png,45,5,58,31,4
31015.png,59,4,74,30,3
31016.png,152,45,174,86,1
31016.png,173,45,189,86,2
31016.png,191,50,213,91,3
31017.png,54,14,86,76,4
31017.png,82,7,116,69,2
31018.png,49,2,81,62,6
31018.png,86,2,111,62,1
31019.png,27,2,39,31,3
31020.png,27,3,43,32,3
31020.png,42,3,58,32,5
31021.png,30,5,49,41,3
31021.png,53,3,70,39,3
31022.png,20,5,34,27,7
31022.png,34,5,50,27,8
31023.png,142,50,166,94,2
31023.png,164,49,187,93,5
31023.png,184,50,211,94,6
31024.png,28,5,37,25,4
31024.png,38,5,48,25,6
31025.png,38,3,57,37,5
31025.png,51,6,71,40,4
31026.png,36,8,59,48,2
31026.png,58,7,80,47,3
31027.png,14,1,24,19,3
31027.png,23,1,33,19,2
31028.png,36,9,46,40,1
31028.png,46,11,59,42,8
31029.png,50,15,62,43,2
31030.png,22,1,45,32,9
31031.png,17,3,30,20,2
31032.png,26,2,41,29,2
31032.png,40,3,54,30,6
31032.png,53,2,69,29,7
31033.png,31,12,41,34,7
31033.png,42,9,52,31,4
31034.png,27,6,34,30,1
31034.png,33,8,45,32,6
31034.png,44,7,55,31,4
31035.png,16,2,25,18,2
31035.png,25,1,33,17,5
31035.png,33,1,41,17,3
31035.png,41,1,50,17,8
31036.png,16,5,23,25,1
31036.png,24,4,31,24,3
31036.png,31,3,38,23,2
31036.png,38,3,45,23,1
31037.png,33,8,40,27,1
31037.png,40,8,51,27,9
31038.png,14,2,24,17,2
31038.png,24,2,30,17,3
31038.png,30,2,36,17,7
31039.png,30,7,40,31,3
31039.png,40,5,49,29,7
31040.png,91,9,126,72,9
31041.png,88,15,109,64,3
31041.png,116,21,138,70,1
31042.png,12,3,17,16,4
31042.png,17,2,22,15,5
31043.png,45,16,60,40,1
31043.png,60,15,71,39,7
31043.png,70,14,82,38,9
31044.png,58,17,71,40,3
31044.png,71,20,85,43,5
31045.png,55,16,66,40,4
31045.png,64,16,71,40,1
31045.png,70,16,79,40,1
31046.png,23,5,30,21,3
31046.png,29,5,34,21,1
31047.png,42,10,54,40,5
31047.png,49,10,66,40,8
31048.png,20,3,32,23,4
31048.png,33,3,43,23,8
31049.png,28,5,47,34,4
31050.png,65,23,83,51,8
31050.png,78,22,88,50,1
31050.png,85,19,101,47,0
31051.png,44,11,59,46,5
31051.png,60,9,73,44,6
31052.png,53,17,72,57,3
31052.png,75,16,89,56,0
31052.png,89,13,104,53,7
31052.png,103,17,120,57,7
31053.png,148,37,172,73,2
31053.png,166,36,184,72,9
31053.png,181,37,198,73,7
31054.png,37,1,67,44,4
31055.png,43,12,51,31,1
31055.png,50,13,60,32,0
31055.png,58,12,68,31,2
31056.png,68,20,82,70,1
31056.png,79,10,95,60,3
31056.png,93,14,110,64,5
